f,s100,s410,s700
113,-109.42,-118.48,-157.45
114,-109.35,-118,-148.9
115,-109.29,-118.2,-146.34
116,-109.27,-118.29,-145.46
117,-109.43,-118.1,-151.18
118,-109.58,-118.41,-152.83
119,-109.22,-117.89,-144.72
120,-109.49,-118.41,-142.08
121,-109.34,-118.35,-154.14
122,-109.14,-118.04,-148.38
123,-109.32,-118.08,-138.95
124,-109.2,-118.07,-145.7
125,-109.29,-118.17,-146.47
126,-109.25,-118.02,-147.31
127,-109.44,-117.76,-142.28
128,-109.47,-118.01,-153.32
129,-109.36,-117.96,-157.51
130,-109.24,-117.96,-143.6
131,-109.22,-118.07,-138.87
132,-109.14,-117.96,-149.75
133,-109.3,-118.04,-153.71
134,-109.24,-118.21,-149.34
135,-109.28,-118.46,-167.72
136,-109.28,-118.25,-149.95
137,-109.27,-118.08,-143.59
138,-109.29,-118.24,-144.29
139,-109.13,-118.16,-144.88
140,-109.2,-118.01,-152.37
141,-109.39,-118.67,-156.16
142,-109.26,-118.01,-150.71
143,-109.32,-118.37,-143.03
144,-109.22,-117.94,-153.66
145,-109.38,-117.67,-143.8
146,-109.23,-117.8,-145.2
147,-109.15,-118.18,-145.46
148,-109.23,-117.9,-140.88
149,-109.09,-118.07,-140.92
150,-109.2,-118.43,-146.53
151,-109.28,-118.1,-146.65
152,-109.3,-118.29,-145.28
153,-109.21,-118.52,-146.46
154,-109.32,-117.99,-156.43
155,-109.21,-118.16,-145.28
156,-109.25,-118.03,-171
157,-109.14,-118.32,-149.35
158,-109.07,-118.17,-158.43
159,-109.17,-118.29,-150.59
160,-109.24,-118.3,-147.12
161,-109.12,-117.89,-145.78
162,-109.1,-118.31,-149.97
163,-109.05,-117.99,-142.93
164,-109.17,-118.06,-150.11
165,-109.18,-118.36,-148.56
166,-109.21,-118.02,-159.75
167,-109.26,-118.25,-156.5
168,-109.14,-118.03,-149.3
169,-109.15,-117.53,-149.64
170,-109.01,-117.59,-156.17
171,-109.15,-118.12,-145.56
172,-109.17,-118.56,-147.39
173,-109.18,-118.35,-146.06
174,-109.11,-118.24,-151.58
175,-109.17,-118.16,-143.87
176,-109.07,-117.85,-147.81
177,-109.2,-118.41,-143.5
178,-109.01,-117.57,-152.05
179,-108.99,-118.13,-163.06
180,-109.09,-118.28,-156.82
181,-109.18,-118.16,-155.24
182,-109.11,-117.96,-152.47
183,-109.05,-118.29,-167.14
184,-108.93,-117.8,-153.59
185,-109.03,-117.94,-151.47
186,-109.11,-117.85,-140.44
187,-108.94,-118.16,-141.01
188,-109.03,-118.26,-163.16
189,-109.13,-117.96,-151.52
190,-108.9,-118.18,-163.28
191,-108.9,-118.59,-146.82
192,-108.96,-118.07,-152.79
193,-109.07,-118.57,-152.76
194,-108.99,-118.15,-148.74
195,-108.99,-117.93,-141.12
196,-109.04,-117.8,-142.5
197,-108.87,-118.35,-150.68
198,-109.07,-117.83,-142.95
199,-109.03,-118.33,-144.72
200,-108.93,-118.29,-145.81
201,-108.96,-118.29,-141.39
202,-108.96,-118.12,-149.53
203,-109.04,-118.53,-142.98
204,-109.01,-117.82,-145.27
205,-108.75,-118.21,-143.69
206,-109.06,-118.33,-147.77
207,-108.94,-118.18,-145.46
208,-108.97,-117.7,-148.85
209,-108.89,-118.47,-146.2
210,-108.93,-118.56,-143.88
211,-109.04,-118.19,-154.5
212,-109.01,-117.92,-153.33
213,-109.06,-118.27,-142.99
214,-109,-118.31,-151.49
215,-108.87,-117.87,-142.52
216,-108.9,-118,-144.98
217,-108.83,-118.28,-141.76
218,-108.97,-117.95,-145.27
219,-108.86,-118.43,-157.85
220,-108.85,-118.2,-146.12
221,-108.94,-117.8,-149.55
222,-108.86,-117.98,-144.18
223,-108.92,-118.87,-156.37
224,-108.72,-118.35,-154.37
225,-108.86,-117.61,-144.32
226,-108.99,-118.24,-143.57
227,-108.81,-117.76,-144.28
228,-108.89,-118.26,-145.86
229,-108.98,-117.96,-146.33
230,-108.85,-118.32,-150.66
231,-108.79,-118.02,-151.89
232,-109.05,-118.07,-147.22
233,-108.8,-118.4,-143.97
234,-108.83,-118.16,-152.43
235,-108.75,-118.11,-155.88
236,-108.73,-118.17,-143.86
237,-108.79,-118.55,-149.67
238,-108.81,-118.13,-145.96
239,-108.8,-118.35,-150.43
240,-108.75,-117.96,-156.62
241,-108.81,-118.43,-152.14
242,-108.84,-117.76,-143.93
243,-108.81,-117.89,-150.38
244,-108.74,-118.39,-146.13
245,-108.6,-118.25,-142.48
246,-108.67,-118.18,-159.5
247,-108.69,-118.5,-151.79
248,-108.84,-117.83,-160.57
249,-108.75,-118.08,-142.95
250,-108.74,-118.11,-142.8
251,-108.78,-118.44,-141.12
252,-108.67,-118.28,-140.83
253,-108.72,-118.17,-143.12
254,-108.71,-118.14,-147.08
255,-108.77,-118.33,-150.29
256,-108.78,-117.78,-148.19
257,-108.58,-117.89,-154.74
258,-108.63,-117.93,-145.07
259,-108.63,-118.27,-155.74
260,-108.75,-118.46,-147.81
261,-108.6,-118.2,-139.37
262,-108.71,-118.32,-143.8
263,-108.61,-118.14,-140.05
264,-108.61,-117.89,-155.07
265,-108.52,-118.47,-155.31
266,-108.57,-118.29,-142.89
267,-108.76,-117.79,-142.22
268,-108.49,-118.1,-150.46
269,-108.62,-118.44,-143.08
270,-108.56,-118.2,-149.84
271,-108.6,-118,-152.6
272,-108.59,-118.25,-145.75
273,-108.49,-118.16,-148.25
274,-108.56,-118.13,-162.82
275,-108.56,-118.08,-145.1
276,-108.47,-117.95,-145.66
277,-108.53,-118.39,-143.61
278,-108.61,-117.88,-151.31
279,-108.53,-118.11,-151.34
280,-108.54,-117.82,-140.14
281,-108.46,-118.08,-148.41
282,-108.43,-118.33,-144.76
283,-108.48,-117.98,-150.04
284,-108.48,-117.97,-148.16
285,-108.55,-118.5,-147.85
286,-108.43,-117.99,-147.25
287,-108.45,-118.51,-145.15
288,-108.4,-118.3,-142.71
289,-108.4,-118.39,-151.56
290,-108.45,-118.01,-155.04
291,-108.39,-118.04,-143.66
292,-108.39,-118.13,-146.67
293,-108.38,-118.36,-145.84
294,-108.28,-118.45,-142.73
295,-108.36,-118.38,-142.63
296,-108.24,-118.57,-146.48
297,-108.33,-117.96,-153.72
298,-108.23,-118.22,-139.44
299,-108.24,-117.88,-146.08
300,-108.29,-118.01,-147.55
301,-108.42,-118.27,-141.45
302,-108.33,-117.98,-142.86
303,-108.2,-118.24,-151.92
304,-108.37,-117.84,-160.51
305,-108.3,-118.38,-150.19
306,-108.32,-117.93,-153.16
307,-108.31,-118.01,-145.77
308,-108.25,-118.34,-147.13
309,-108.33,-118.37,-144.15
310,-108.14,-117.76,-142.97
311,-108.22,-118.58,-147
312,-108.25,-118.23,-154.6
313,-108.28,-118.06,-148.34
314,-108.36,-117.75,-160.89
315,-108.29,-118.06,-146.39
316,-108.12,-117.93,-141.35
317,-108.26,-118.31,-148.54
318,-108.3,-118.3,-155.81
319,-108.27,-118.15,-176.31
320,-108.16,-117.9,-144.12
321,-108.27,-118.01,-148.54
322,-108.12,-117.76,-145.28
323,-108.04,-117.89,-149.74
324,-108.22,-117.93,-145.56
325,-108.18,-117.94,-152.43
326,-108.2,-117.78,-150.75
327,-108.17,-117.58,-149.49
328,-108.16,-118.32,-154.12
329,-108.09,-118.25,-151.18
330,-108.13,-118.5,-141.87
331,-108.13,-118.24,-144.53
332,-108.2,-118.85,-145.06
333,-108,-117.7,-141.69
334,-108.12,-118,-148.83
335,-108.05,-118.15,-144.28
336,-108.05,-118.12,-150.97
337,-108.03,-118.32,-142.12
338,-108.2,-118.16,-143.83
339,-107.99,-118.06,-146
340,-107.95,-118.18,-148.37
341,-107.86,-118.04,-149.42
342,-107.99,-117.96,-146.27
343,-107.96,-118.12,-146.48
344,-107.99,-118.42,-145.6
345,-108.03,-118.11,-140.76
346,-107.95,-118.01,-146.71
347,-107.87,-117.81,-146.88
348,-107.92,-117.89,-153.05
349,-107.79,-118.3,-141.08
350,-107.84,-118.1,-154.93
351,-108.02,-117.99,-142.87
352,-107.88,-117.89,-141.2
353,-107.9,-117.82,-144.73
354,-107.97,-117.87,-142.91
355,-107.86,-118.36,-146.74
356,-107.84,-118.48,-146.61
357,-107.89,-117.95,-153.58
358,-107.96,-118.26,-145.91
359,-107.8,-117.97,-151.9
360,-107.83,-118.09,-147.37
361,-107.87,-118.23,-146.49
362,-107.87,-117.93,-151.26
363,-107.75,-118.47,-151.18
364,-107.73,-118.12,-144.87
365,-107.8,-118.59,-144.54
366,-107.76,-118.38,-153.38
367,-107.79,-118.06,-149.34
368,-107.74,-117.86,-154.25
369,-107.7,-117.59,-148.52
370,-107.82,-117.96,-148.22
371,-107.8,-117.94,-150.98
372,-107.74,-118.38,-149.37
373,-107.7,-117.66,-144.75
374,-107.68,-118.61,-147.87
375,-107.69,-118.03,-146.59
376,-107.76,-117.64,-145.13
377,-107.81,-118.09,-148.29
378,-107.59,-118.37,-142.45
379,-107.72,-118.01,-153.64
380,-107.54,-118.47,-153.41
381,-107.56,-118.24,-142.95
382,-107.67,-118.54,-147.89
383,-107.73,-118.24,-143.57
384,-107.59,-118.01,-145.84
385,-107.73,-118.07,-155.8
386,-107.63,-118.23,-142.32
387,-107.57,-118.81,-154.07
388,-107.52,-117.88,-142.73
389,-107.61,-118.94,-141.99
390,-107.4,-117.74,-151.81
391,-107.57,-118.52,-152.09
392,-107.59,-117.75,-146.39
393,-107.45,-117.95,-155.96
394,-107.55,-118.31,-142.38
395,-107.38,-118.38,-160.77
396,-107.43,-117.97,-154.36
397,-107.34,-118.27,-150.37
398,-107.57,-118.38,-145.08
399,-107.46,-118.45,-149.2
400,-107.31,-118.14,-155.34
401,-107.39,-118.35,-143.56
402,-107.41,-118.48,-148.04
403,-107.27,-118.2,-154.74
404,-107.32,-118.03,-147.89
405,-107.33,-117.61,-143.35
406,-107.34,-118.21,-157.39
407,-107.25,-118.01,-142.49
408,-107.31,-118.14,-149.09
409,-107.37,-117.85,-151.2
410,-107.27,-118.03,-147.17
411,-107.34,-118.27,-151.97
412,-107.27,-117.99,-146.91
413,-107.23,-118.17,-143.63
414,-107.23,-118.31,-146.46
415,-107.3,-118.14,-149.41
416,-107.33,-117.88,-149.17
417,-107.22,-118.41,-147.97
418,-107.31,-118.39,-147.86
419,-107.32,-118.38,-143.64
420,-107.08,-118.46,-147.05
421,-107.29,-118.19,-147.48
422,-107.18,-117.79,-142.59
423,-107.15,-118.03,-155.22
424,-107.12,-117.88,-144.89
425,-107.12,-118.41,-149.91
426,-107.17,-118.51,-151.71
427,-107.06,-118.1,-146.26
428,-107.15,-118.19,-151.91
429,-107.17,-117.9,-151.23
430,-107.23,-117.94,-145.23
431,-107.07,-118.35,-156.71
432,-107.16,-118.05,-141.06
433,-107.11,-118.16,-145.08
434,-107.06,-117.91,-141.86
435,-107.07,-118.04,-143.34
436,-106.93,-117.7,-143.33
437,-107.04,-117.94,-144.55
438,-107.02,-118.01,-155.65
439,-107.01,-117.86,-145.63
440,-107.02,-117.61,-142.59
441,-106.97,-118.68,-147
442,-106.85,-117.68,-145.19
443,-106.93,-118.12,-140.15
444,-106.98,-118.23,-152.53
445,-106.89,-118.13,-144.07
446,-106.82,-118.08,-144.54
447,-106.96,-117.86,-146.37
448,-106.85,-117.77,-147.13
449,-106.87,-118.07,-146.62
450,-106.76,-117.93,-145.63
451,-106.92,-118.21,-144.68
452,-106.84,-118.27,-145.38
453,-106.62,-117.92,-146.55
454,-106.87,-118.2,-140.41
455,-106.72,-118.42,-156.89
456,-106.74,-117.86,-141.55
457,-106.73,-117.66,-148.47
458,-106.82,-117.98,-147.15
459,-106.81,-118.31,-144.1
460,-106.69,-118.22,-150.06
461,-106.73,-118.14,-147.46
462,-106.75,-118.46,-147.73
463,-106.62,-118.12,-139.21
464,-106.59,-117.98,-149.86
465,-106.68,-118.45,-144.84
466,-106.74,-117.96,-149.15
467,-106.68,-118.16,-150.31
468,-106.69,-118,-143.74
469,-106.58,-117.92,-154.4
470,-106.52,-117.91,-142.53
471,-106.56,-118.24,-144.27
472,-106.5,-118.17,-149.61
473,-106.51,-118.51,-148.6
474,-106.59,-118.19,-144.08
475,-106.52,-118.11,-147.05
476,-106.41,-118.13,-147.07
477,-106.5,-118.08,-150.32
478,-106.52,-118.41,-148.81
479,-106.59,-118.17,-139.44
480,-106.35,-118.03,-154.91
481,-106.53,-118.03,-146.54
482,-106.42,-118.01,-145.59
483,-106.49,-118.12,-145.36
484,-106.44,-117.69,-148.71
485,-106.31,-117.96,-142.03
486,-106.34,-118.66,-163.98
487,-106.45,-118.01,-167.68
488,-106.4,-117.76,-163.31
489,-106.38,-117.52,-150.41
490,-106.28,-118.2,-148.26
491,-106.25,-117.71,-142.68
492,-106.34,-118.15,-145.09
493,-106.16,-118.47,-144.1
494,-106.14,-117.86,-149.24
495,-106.16,-118.28,-146.99
496,-106.23,-117.98,-144.85
497,-106.23,-117.95,-142.47
498,-106.19,-118.29,-146.39
499,-106.23,-117.84,-148.2
500,-106.12,-118.12,-152.23
501,-106.24,-118.06,-180.81
502,-106.05,-118.03,-141.75
503,-106.23,-117.67,-161.07
504,-106.08,-118.1,-149.57
505,-106.15,-117.93,-148.09
506,-105.98,-118.11,-146.86
507,-106.06,-118.47,-165.37
508,-106.03,-118.13,-149.41
509,-106.12,-118.03,-143.56
510,-106.07,-118.24,-150.5
511,-106.03,-118.18,-145.51
512,-106.03,-117.65,-142.2
513,-106.05,-118.17,-170.55
514,-106.06,-118,-149.01
515,-105.98,-118.49,-142.66
516,-105.85,-117.71,-156.64
517,-105.96,-117.97,-140.44
518,-105.83,-118.5,-142.72
519,-105.93,-117.96,-152.05
520,-105.81,-118.18,-145.72
521,-105.77,-117.58,-148.6
522,-105.88,-117.94,-152.52
523,-105.77,-117.78,-151.7
524,-105.83,-117.89,-145.75
525,-105.85,-118.22,-147.34
526,-105.75,-118.04,-159.96
527,-105.82,-118.12,-157.15
528,-105.64,-117.74,-149.15
529,-105.81,-118.15,-144.52
530,-105.78,-117.62,-145.46
531,-105.64,-117.99,-146.64
532,-105.7,-117.68,-148.42
533,-105.64,-118.28,-141.76
534,-105.69,-117.83,-143.34
535,-105.63,-118.15,-148.06
536,-105.66,-117.98,-146.35
537,-105.63,-118.22,-157.55
538,-105.63,-117.52,-143.72
539,-105.57,-117.97,-142.88
540,-105.57,-118.27,-146.99
541,-105.53,-117.87,-144.1
542,-105.49,-118.17,-148.07
543,-105.48,-117.69,-155.37
544,-105.45,-118.25,-144.36
545,-105.51,-118.07,-144.81
546,-105.54,-118,-140.63
547,-105.41,-117.97,-145.73
548,-105.51,-117.64,-148.59
549,-105.51,-117.98,-153.04
550,-105.53,-117.76,-143.39
551,-105.42,-117.84,-149.58
552,-105.37,-117.98,-153.81
553,-105.33,-118.03,-149.08
554,-105.38,-117.47,-142.18
555,-105.39,-118.25,-155.95
556,-105.29,-118.14,-157.84
557,-105.26,-117.94,-141.08
558,-105.26,-117.86,-146.02
559,-105.23,-117.7,-159.25
560,-105.29,-118.01,-150.99
561,-105.26,-118.37,-147.52
562,-105.19,-118.11,-148.66
563,-105.25,-118.07,-151.59
564,-105.27,-117.81,-150.18
565,-105.18,-117.95,-154.44
566,-105.11,-118.24,-146.76
567,-105.18,-118.17,-145.95
568,-105.06,-117.63,-143.17
569,-105.03,-118.08,-160.34
570,-105.04,-117.85,-144.84
571,-105.13,-117.98,-149.05
572,-105.09,-118.33,-153.35
573,-105.03,-118.13,-150.01
574,-105,-118.37,-158.09
575,-104.92,-118.39,-145.21
576,-105.01,-117.6,-150.64
577,-104.91,-118.03,-149.3
578,-104.86,-118.13,-152.39
579,-105.01,-118.39,-144.97
580,-104.98,-117.96,-148.94
581,-104.94,-117.71,-150.15
582,-104.91,-118.1,-149.16
583,-104.91,-117.81,-143.59
584,-104.86,-118.25,-146.49
585,-104.77,-117.67,-149.23
586,-104.79,-117.59,-144.47
587,-104.79,-118.11,-142.44
588,-104.65,-118.35,-145.02
589,-104.83,-117.78,-147.75
590,-104.77,-118.07,-141.13
591,-104.68,-117.89,-150.49
592,-104.68,-117.82,-152.24
593,-104.72,-118.48,-142.71
594,-104.66,-117.61,-150.06
595,-104.55,-117.79,-152.24
596,-104.52,-118.12,-144.37
597,-104.55,-117.49,-155.98
598,-104.62,-118.1,-141.85
599,-104.49,-118.13,-156.89
600,-104.56,-118.33,-146.99
601,-104.6,-117.78,-141.48
602,-104.39,-117.99,-152.31
603,-104.39,-117.54,-163.03
604,-104.61,-117.91,-140.81
605,-104.43,-118.26,-152.62
606,-104.33,-117.62,-142.96
607,-104.48,-118.29,-149.4
608,-104.41,-118.1,-156.9
609,-104.29,-118.04,-154.18
610,-104.34,-118.17,-145.95
611,-104.27,-118.37,-151.41
612,-104.27,-117.93,-158.95
613,-104.29,-117.78,-148.29
614,-104.2,-117.99,-145.45
615,-104.19,-117.93,-151.49
616,-104.28,-117.77,-150.14
617,-104.18,-117.92,-148.89
618,-104.15,-118.2,-137.09
619,-104.16,-117.76,-148.7
620,-104.17,-117.67,-147.19
621,-104.11,-117.48,-144.38
622,-104.09,-118.08,-145.7
623,-104.09,-117.59,-142.82
624,-104.12,-117.97,-151.38
625,-104.05,-117.71,-153.27
626,-104.02,-118.07,-140.95
627,-104,-118.09,-159.27
628,-104.02,-118.05,-144.58
629,-104.01,-118.05,-156.53
630,-103.97,-117.48,-156.28
631,-103.97,-117.72,-149.73
632,-103.93,-118.11,-154.73
633,-103.89,-117.77,-140.97
634,-103.87,-117.72,-154.78
635,-103.85,-117.96,-155.56
636,-103.76,-117.68,-151.99
637,-103.77,-118.14,-151.66
638,-103.73,-117.74,-149.2
639,-103.78,-118.24,-154.63
640,-103.63,-117.78,-145.5
641,-103.73,-117.99,-148.86
642,-103.71,-117.82,-143.32
643,-103.66,-117.79,-141.06
644,-103.71,-117.82,-140.89
645,-103.58,-117.79,-145.26
646,-103.61,-117.62,-160.57
647,-103.59,-117.8,-150.01
648,-103.5,-117.85,-138.2
649,-103.54,-118,-157.06
650,-103.5,-117.93,-153.98
651,-103.49,-117.87,-144.75
652,-103.43,-117.91,-144.1
653,-103.49,-118.08,-144.06
654,-103.38,-117.99,-142.51
655,-103.4,-117.91,-146.84
656,-103.42,-117.93,-141.2
657,-103.33,-117.78,-161.19
658,-103.29,-118.11,-146.73
659,-103.28,-117.84,-140.88
660,-103.31,-117.73,-147.12
661,-103.27,-117.92,-149.71
662,-103.23,-118.27,-150.01
663,-103.19,-117.72,-150.93
664,-103.2,-118,-158.06
665,-103.08,-117.85,-151.12
666,-103.09,-117.91,-156.39
667,-103.08,-117.89,-144.85
668,-103.07,-118.19,-155.94
669,-103.1,-117.95,-154.16
670,-103.05,-117.8,-150.93
671,-102.99,-117.65,-144.94
672,-102.95,-117.58,-153.04
673,-102.98,-117.91,-149.1
674,-102.95,-117.75,-151.43
675,-102.95,-117.58,-148.81
676,-102.91,-118.14,-149.57
677,-102.9,-117.89,-143.39
678,-102.9,-117.87,-152.95
679,-102.79,-117.96,-142.56
680,-102.77,-117.94,-146.04
681,-102.77,-117.74,-146.39
682,-102.75,-117.65,-149.48
683,-102.7,-117.6,-146.08
684,-102.7,-117.63,-145
685,-102.7,-117.97,-150.78
686,-102.71,-117.95,-148.63
687,-102.62,-117.86,-151.65
688,-102.61,-118.15,-141.36
689,-102.57,-117.92,-148.22
690,-102.53,-117.64,-142.53
691,-102.48,-117.58,-148.34
692,-102.52,-117.76,-147.49
693,-102.54,-117.88,-147.77
694,-102.46,-118.14,-139.81
695,-102.5,-117.99,-144.57
696,-102.44,-117.67,-144.95
697,-102.35,-117.86,-144.56
698,-102.43,-117.97,-148.8
699,-102.38,-117.66,-157.18
700,-102.36,-117.79,-152.27
701,-102.33,-117.55,-147.87
702,-102.27,-117.76,-143.41
703,-102.27,-117.97,-147.56
704,-102.19,-117.93,-146.01
705,-102.18,-117.79,-143.05
706,-102.2,-117.94,-149.82
707,-102.09,-116.92,-149.77
708,-102.1,-117.6,-148.45
709,-102.08,-117.8,-150.12
710,-102.12,-117.8,-142.8
711,-102.03,-117.47,-141.42
712,-102.02,-117.81,-148.5
713,-101.99,-118.01,-143.16
714,-101.97,-117.59,-148.64
715,-101.93,-118.02,-145.58
716,-101.87,-117.94,-138.06
717,-101.81,-117.92,-144.35
718,-101.83,-117.9,-151.4
719,-101.9,-117.54,-158.11
720,-101.82,-117.94,-148.15
721,-101.76,-117.8,-144.61
722,-101.73,-117.7,-153.34
723,-101.68,-118.27,-144.02
724,-101.65,-117.77,-148.98
725,-101.68,-117.95,-144.84
726,-101.67,-117.69,-143.85
727,-101.52,-117.53,-144.1
728,-101.62,-117.79,-156.07
729,-101.54,-118.17,-146.74
730,-101.51,-117.72,-146.7
731,-101.52,-118.14,-148.53
732,-101.44,-117.96,-149.1
733,-101.44,-117.81,-145.68
734,-101.44,-117.91,-152.3
735,-101.32,-117.77,-144.51
736,-101.31,-117.7,-145.32
737,-101.28,-117.87,-142.35
738,-101.34,-117.62,-152.18
739,-101.17,-117.71,-146.18
740,-101.22,-117.7,-149.71
741,-101.15,-117.79,-143.52
742,-101.12,-117.47,-152.16
743,-101.13,-118.29,-147.39
744,-101.11,-117.9,-148.62
745,-101.07,-117.83,-147.9
746,-101,-117.91,-146.76
747,-100.98,-117.64,-153.27
748,-100.95,-118.42,-147.77
749,-100.91,-117.92,-143.58
750,-100.93,-117.75,-150.56
751,-100.86,-117.64,-151.13
752,-100.91,-117.89,-146.73
753,-100.82,-117.37,-149.94
754,-100.81,-117.97,-153.25
755,-100.72,-118.15,-147.56
756,-100.7,-118.22,-154.93
757,-100.63,-117.77,-149.46
758,-100.65,-117.76,-148.2
759,-100.62,-117.59,-146.35
760,-100.59,-117.77,-147.56
761,-100.55,-117.76,-160.25
762,-100.54,-118.07,-149.25
763,-100.49,-117.88,-148.35
764,-100.48,-117.55,-148.77
765,-100.43,-118.11,-149.17
766,-100.35,-117.57,-147.91
767,-100.39,-117.65,-153.26
768,-100.28,-117.65,-151.91
769,-100.33,-117.84,-143
770,-100.28,-117.9,-149.9
771,-100.24,-117.6,-158.57
772,-100.19,-117.72,-149.65
773,-100.2,-117.74,-149.38
774,-100.12,-117.56,-144.24
775,-100.13,-117.39,-148.56
776,-100.04,-117.73,-146.57
777,-99.995,-117.92,-141.2
778,-99.985,-117.62,-150.68
779,-99.93,-117.67,-140.79
780,-99.952,-118.24,-148.01
781,-99.824,-117.97,-147.31
782,-99.88,-117.82,-148.02
783,-99.801,-117.81,-158.2
784,-99.793,-117.72,-158.3
785,-99.722,-117.83,-147.2
786,-99.726,-117.96,-145.17
787,-99.682,-117.74,-146.77
788,-99.575,-117.38,-155.27
789,-99.601,-117.62,-143.54
790,-99.571,-118.08,-164.71
791,-99.558,-118.28,-149.09
792,-99.521,-118.09,-146.43
793,-99.445,-118.26,-152.33
794,-99.41,-117.49,-147.29
795,-99.335,-117.91,-146.13
796,-99.354,-117.51,-144.85
797,-99.298,-118.49,-149.57
798,-99.24,-117.68,-146.48
799,-99.193,-117.53,-145.01
800,-99.129,-117.76,-148.17
801,-99.077,-117.98,-143.66
802,-99.057,-118.2,-145.1
803,-99.05,-117.87,-147.65
804,-99.055,-117.95,-145.33
805,-98.998,-117.93,-146.96
806,-98.977,-117.88,-147.83
807,-98.956,-117.85,-143.41
808,-98.901,-117.87,-142.74
809,-98.816,-117.71,-154.14
810,-98.77,-117.63,-150.39
811,-98.757,-117.69,-149.25
812,-98.695,-117.85,-162.47
813,-98.672,-117.56,-145.18
814,-98.649,-117.55,-155.87
815,-98.603,-118.17,-151.78
816,-98.533,-118.18,-148.89
817,-98.519,-117.91,-150.42
818,-98.483,-117.81,-152.52
819,-98.417,-117.37,-150.05
820,-98.393,-117.94,-148.52
821,-98.323,-118.06,-144.15
822,-98.306,-117.73,-142.87
823,-98.264,-117.77,-153.24
