f,A
870,-96.579
871,-97.573
872,-93.711
873,-92.194
874,-92.725
875,-95.398
876,-92.46
877,-91.796
878,-93.12
879,-96.749
88,-33.549
880,-95.217
881,-95.635
882,-98.39
883,-104.25
884,-107.46
885,-122.64
886,-108.81
887,-104.82
888,-99.675
889,-96.058
89,-31.269
890,-94.765
891,-95.836
892,-93.844
893,-91.749
894,-91.666
895,-93.707
896,-93.094
897,-91.754
898,-92.513
899,-95.335
9,-31.512
90,-30.873
900,-96.29
901,-96.097
902,-98.415
903,-103.51
904,-110.37
905,-117.42
906,-106.68
907,-102.93
908,-100.21
909,-96.034
91,-32.249
910,-94.231
911,-94.615
912,-94.992
913,-92.206
914,-91.551
915,-92.777
916,-94.62
917,-92.612
918,-92.773
919,-94.986
92,-33.89
920,-98.453
921,-97.615
922,-99.751
923,-105.11
924,-117.91
925,-113.28
926,-103.7
927,-100.3
928,-100.8
929,-95.884
93,-31.44
930,-93.553
931,-93.426
932,-95.532
933,-92.721
934,-91.413
935,-92.133
936,-94.98
937,-93.586
938,-93.075
939,-94.711
94,-30.903
940,-98.671
941,-99.396
942,-101.23
943,-107.13
944,-119.43
945,-110.11
946,-101.95
947,-98.686
948,-98.57
949,-96.381
95,-32.127
950,-93.438
951,-92.691
952,-94.029
953,-93.668
954,-91.696
955,-91.791
956,-93.937
957,-94.933
958,-93.877
959,-94.903
96,-34.237
960,-98.261
961,-101.67
962,-103.34
963,-111.06
964,-118.34
965,-107.68
966,-100.52
967,-97.294
968,-96.559
969,-96.959
97,-31.607
970,-93.381
971,-92.074
972,-92.73
973,-94.807
974,-92.105
975,-91.548
976,-92.949
977,-96.429
978,-94.511
979,-94.993
98,-30.922
980,-97.763
981,-103.26
982,-105
983,-112.84
984,-114.76
985,-107.78
986,-100.9
987,-97.106
988,-95.818
989,-97.001
99,-31.994
990,-94.298
991,-92.266
992,-92.33
993,-94.451
994,-93.252
995,-92.097
996,-92.955
997,-95.952
998,-96.272
999,-96.19
