f,A
871,-114.72
872,-116.7
873,-113.37
874,-114.9
875,-114.4
876,-112.75
877,-114.73
878,-112.33
879,-108.93
88,-26.502
880,-114.09
881,-113.04
882,-114.33
883,-114.3
884,-112.51
885,-111.85
886,-111
887,-111.93
888,-111.5
889,-111.1
89,-24.28
890,-113.77
891,-116.66
892,-113.49
893,-116.8
894,-113.85
895,-116.45
896,-109.77
897,-114.91
898,-115.65
899,-111.2
9,-24.964
90,-23.928
900,-111.69
901,-111.96
902,-113.42
903,-111.66
904,-115.08
905,-112.27
906,-114.82
907,-114.78
908,-113.36
909,-112.66
91,-25.353
910,-113.63
911,-110.16
912,-115
913,-114.67
914,-115.01
915,-108.75
916,-112.39
917,-114.62
918,-113.73
919,-112.48
92,-26.834
920,-113.59
921,-113.45
922,-113.83
923,-112.88
924,-114.63
925,-113.43
926,-113.54
927,-111.82
928,-111.68
929,-112.53
93,-24.441
930,-112.64
931,-113.2
932,-112.48
933,-113.62
934,-113.11
935,-114.16
936,-112.22
937,-114.54
938,-113.19
939,-114.6
94,-23.95
940,-114.35
941,-113.16
942,-114.55
943,-111.09
944,-114.89
945,-113.2
946,-110.02
947,-112.35
948,-115.69
949,-112.5
95,-25.224
950,-113.47
951,-114.33
952,-113.76
953,-112.84
954,-114.53
955,-112.56
956,-111.37
957,-113.99
958,-114.18
959,-115.95
96,-27.168
960,-110.9
961,-113.99
962,-113.5
963,-113.71
964,-114.39
965,-112.56
966,-109.66
967,-107.86
968,-113.59
969,-115.59
97,-24.6
970,-114.16
971,-114.46
972,-111.81
973,-113.31
974,-113.79
975,-114.88
976,-116.4
977,-108.61
978,-114.81
979,-111.74
98,-23.957
980,-114.28
981,-110.07
982,-112.63
983,-114.27
984,-114.52
985,-113.28
986,-111.98
987,-115.84
988,-115.12
989,-114.47
99,-25.078
990,-112.94
991,-114.9
992,-113.91
993,-117.47
994,-112.62
995,-115.8
996,-116.12
997,-115.31
998,-108.52
999,-113.51
