abs(js),abs(ml),w
0.0017429,0.0017688,5.3198
0.0018488,0.0016511,5.3229
0.001742,0.0017676,5.326
0.0018052,0.0018257,5.329
0.0017604,0.0016742,5.3321
0.0018109,0.0016265,5.3352
0.0018003,0.0017994,5.3383
0.0017276,0.0016083,5.3413
0.001731,0.0018102,5.3444
0.0016408,0.0016771,5.3475
0.0017316,0.0017476,5.3505
0.0017606,0.0016487,5.3536
0.0017651,0.0017532,5.3567
0.0017371,0.0018248,5.3597
0.0018047,0.00171,5.3628
0.0017914,0.0016611,5.3659
0.0019843,0.0016775,5.3689
0.0017684,0.0017246,5.372
0.0017886,0.0016405,5.3751
0.0015868,0.0018005,5.3781
0.0016743,0.0017508,5.3812
0.001691,0.0017852,5.3843
0.0017814,0.0019185,5.3873
0.0017879,0.0017383,5.3904
0.0019444,0.0017267,5.3935
0.0016902,0.0016012,5.3965
0.001682,0.0017692,5.3996
0.0017763,0.0017462,5.4027
0.0017223,0.0018951,5.4057
0.0016519,0.0018741,5.4088
0.0018751,0.0016414,5.4119
0.0017285,0.0017092,5.415
0.0018046,0.0017383,5.418
0.0017546,0.001823,5.4211
0.0017522,0.0015292,5.4242
0.001753,0.0016414,5.4272
0.0017301,0.0016538,5.4303
0.0016838,0.0018034,5.4334
0.0016861,0.0016696,5.4364
0.0016433,0.0017323,5.4395
0.0016263,0.0015827,5.4426
0.0017586,0.0017122,5.4456
0.0017396,0.0017724,5.4487
0.0017592,0.0019332,5.4518
0.0017572,0.001689,5.4548
0.00175,0.0016282,5.4579
0.0019161,0.0016727,5.461
0.0017099,0.0017215,5.464
0.0015956,0.0017823,5.4671
0.0016526,0.0017955,5.4702
0.0017535,0.001742,5.4732
0.0018197,0.0017315,5.4763
0.0016042,0.0017432,5.4794
0.0015929,0.0017256,5.4824
0.0016884,0.0016788,5.4855
0.0014832,0.0016775,5.4886
0.0017247,0.0016964,5.4917
0.0016531,0.0017157,5.4947
0.0016536,0.0016606,5.4978
0.0016479,0.0017363,5.5009
0.0017988,0.0016983,5.5039
0.0016868,0.0016935,5.507
0.0017878,0.0017355,5.5101
0.0016403,0.0017767,5.5131
0.0017538,0.0016516,5.5162
0.0016995,0.0017758,5.5193
0.0016072,0.0016931,5.5223
0.001697,0.0017078,5.5254
0.0017361,0.0016745,5.5285
0.0017317,0.0018076,5.5315
0.0018541,0.0017978,5.5346
0.0017973,0.0017661,5.5377
0.0017384,0.0017254,5.5407
0.0016457,0.0016079,5.5438
0.001745,0.0016227,5.5469
0.0016522,0.0015985,5.5499
0.001793,0.0017499,5.553
0.00177,0.0018075,5.5561
0.0017038,0.0016713,5.5591
0.0017139,0.0018292,5.5622
0.0017143,0.0017637,5.5653
0.001731,0.0016382,5.5684
0.0016793,0.0017746,5.5714
0.0018064,0.0015314,5.5745
0.0015823,0.0017817,5.5776
0.0017846,0.0017386,5.5806
0.0018334,0.0017644,5.5837
0.0016538,0.001692,5.5868
0.0018356,0.0016525,5.5898
0.001744,0.0015506,5.5929
0.0019617,0.0017063,5.596
0.0017066,0.0016363,5.599
0.001728,0.0016861,5.6021
0.0017011,0.0018586,5.6052
0.0016861,0.0017285,5.6082
0.0016628,0.0017294,5.6113
0.0017133,0.0016081,5.6144
0.0017492,0.0016567,5.6174
0.0018055,0.0017071,5.6205
0.0015592,0.0017386,5.6236
0.0017206,0.0018857,5.6266
0.0017204,0.0014796,5.6297
0.0015868,0.0017941,5.6328
0.0016458,0.0016107,5.6358
0.0015444,0.0017045,5.6389
0.0016437,0.0018715,5.642
0.0017177,0.0017949,5.645
0.0017634,0.0015998,5.6481
0.0016301,0.0017927,5.6512
0.0017428,0.0017356,5.6543
0.0017396,0.0016665,5.6573
0.0017538,0.001688,5.6604
0.001633,0.0015892,5.6635
0.0017633,0.0016375,5.6665
0.001621,0.00163,5.6696
0.001643,0.0015806,5.6727
0.0017843,0.0016114,5.6757
0.0017355,0.0015851,5.6788
0.0017589,0.0016786,5.6819
0.001638,0.001553,5.6849
0.0016561,0.0016888,5.688
0.0016357,0.0015134,5.6911
0.001918,0.001773,5.6941
0.0018418,0.0017634,5.6972
0.0017848,0.0017963,5.7003
0.0016173,0.0016853,5.7033
0.0017845,0.001685,5.7064
0.0016522,0.0016363,5.7095
0.0016864,0.001756,5.7125
0.0018178,0.0016293,5.7156
0.0017767,0.0015826,5.7187
0.0014469,0.0016469,5.7217
0.0017623,0.0017055,5.7248
0.0016818,0.0017859,5.7279
0.001754,0.001752,5.731
0.0016187,0.0017087,5.734
0.0017708,0.0016488,5.7371
0.0016924,0.0016144,5.7402
0.0018542,0.0017118,5.7432
0.0017763,0.0017056,5.7463
0.0016803,0.0016841,5.7494
0.001615,0.0015714,5.7524
0.001719,0.0017103,5.7555
0.0018205,0.0014889,5.7586
0.0017946,0.0016123,5.7616
0.0017539,0.0017831,5.7647
0.0017194,0.0018049,5.7678
0.0016407,0.0017109,5.7708
0.0015122,0.0016394,5.7739
0.0016775,0.0015574,5.777
0.0015861,0.0016218,5.78
0.001763,0.0018592,5.7831
0.0016351,0.0016333,5.7862
0.0016661,0.0017225,5.7892
0.0015867,0.001578,5.7923
0.0016457,0.0017287,5.7954
0.0017469,0.0016724,5.7984
0.0016719,0.0016583,5.8015
0.0016644,0.0019114,5.8046
0.0017737,0.0015652,5.8077
0.0015598,0.0018028,5.8107
0.0016863,0.0018047,5.8138
0.0015549,0.0017544,5.8169
0.0016592,0.0015605,5.8199
0.0017809,0.0016816,5.823
0.0017456,0.0017576,5.8261
0.0019016,0.0017362,5.8291
0.0015592,0.0016366,5.8322
0.0018352,0.0017708,5.8353
0.0017068,0.001522,5.8383
0.0016046,0.0016417,5.8414
0.001653,0.0016552,5.8445
0.0017845,0.0015946,5.8475
0.0017155,0.0016935,5.8506
0.0016259,0.001652,5.8537
0.0016558,0.0015252,5.8567
0.0015983,0.0016465,5.8598
0.0016288,0.0017071,5.8629
0.001539,0.001698,5.8659
0.0016806,0.0017141,5.869
0.0015989,0.0017394,5.8721
0.0016735,0.0015957,5.8751
0.0015597,0.0016391,5.8782
0.0017426,0.0017285,5.8813
0.0016851,0.0015025,5.8844
0.001692,0.0016269,5.8874
0.001724,0.0015398,5.8905
0.0017776,0.0015945,5.8936
0.0016322,0.0017196,5.8966
0.0017425,0.0016768,5.8997
0.00168,0.0017289,5.9028
0.0016011,0.0013085,5.9058
0.0015237,0.0017312,5.9089
0.001662,0.0016091,5.912
0.0016412,0.0015256,5.915
0.0017201,0.0016755,5.9181
0.0017221,0.0018403,5.9212
0.0016549,0.0017537,5.9242
0.0015767,0.0016246,5.9273
0.0015938,0.0017025,5.9304
0.0016959,0.0015364,5.9334
0.0016721,0.001626,5.9365
0.0016184,0.0017518,5.9396
0.0017198,0.0016353,5.9426
0.0015029,0.0016666,5.9457
0.0018066,0.001582,5.9488
0.0016389,0.0016368,5.9518
0.0015638,0.0017667,5.9549
0.0016274,0.0016953,5.958
0.0016025,0.0015879,5.961
0.0016663,0.0016777,5.9641
0.0016797,0.0015675,5.9672
0.0015729,0.0017267,5.9703
0.001601,0.0017009,5.9733
0.0018223,0.0016869,5.9764
0.0016725,0.0016609,5.9795
0.0015874,0.0015266,5.9825
0.0015465,0.0016181,5.9856
0.001771,0.0014441,5.9887
0.0016052,0.0017382,5.9917
0.0018054,0.0016925,5.9948
0.0015961,0.0015993,5.9979
0.0015638,0.0016945,6.0009
0.0018331,0.0016099,6.004
0.0016923,0.0017812,6.0071
0.0014892,0.0015799,6.0101
0.0016758,0.0017714,6.0132
0.0017029,0.0015709,6.0163
0.0016393,0.0016438,6.0193
0.0015914,0.0016117,6.0224
0.001675,0.0017993,6.0255
0.0017124,0.0015993,6.0285
0.0016636,0.0018078,6.0316
0.0016342,0.0015471,6.0347
0.0017413,0.0016137,6.0377
0.0015894,0.0016094,6.0408
0.0015622,0.0016424,6.0439
0.0016651,0.001684,6.047
0.0016073,0.0015155,6.05
0.0016505,0.001678,6.0531
0.0017255,0.00152,6.0562
0.0015373,0.0016809,6.0592
0.0017117,0.0017354,6.0623
0.0017679,0.0017288,6.0654
0.0016037,0.0017375,6.0684
0.0016397,0.0015666,6.0715
0.0017263,0.0017342,6.0746
0.0016307,0.0016611,6.0776
0.0016109,0.0016703,6.0807
0.001732,0.0015784,6.0838
0.001612,0.0016283,6.0868
0.0016417,0.0015289,6.0899
0.0014953,0.0015506,6.093
0.0016271,0.0018249,6.096
0.0016856,0.0017111,6.0991
0.0017233,0.0017668,6.1022
0.00171,0.0017179,6.1052
0.0015763,0.0016812,6.1083
0.0015126,0.0017059,6.1114
0.0017922,0.0016672,6.1144
0.0016315,0.0016041,6.1175
0.0014994,0.0017384,6.1206
0.0017029,0.0017338,6.1237
0.001675,0.0016605,6.1267
0.0015843,0.0016637,6.1298
0.0016797,0.0015561,6.1329
0.0015948,0.0014783,6.1359
0.00167,0.0015696,6.139
0.001685,0.0015482,6.1421
0.0017939,0.0016277,6.1451
0.001734,0.0016684,6.1482
0.0018122,0.0016147,6.1513
0.001731,0.0016973,6.1543
0.0015003,0.0016166,6.1574
0.0016375,0.0015913,6.1605
0.0016624,0.0016948,6.1635
0.0014991,0.0016368,6.1666
0.0016774,0.0016456,6.1697
0.0017789,0.0016898,6.1727
0.0015444,0.0016311,6.1758
0.0017011,0.0018053,6.1789
0.0015741,0.0017088,6.1819
0.0016638,0.0015851,6.185
0.0017837,0.0016611,6.1881
0.0016191,0.0015838,6.1911
0.0015339,0.0016402,6.1942
0.0018144,0.0018006,6.1973
0.0015227,0.0017314,6.2004
0.001616,0.0016617,6.2034
0.0017681,0.0017516,6.2065
0.0016882,0.0014783,6.2096
0.0015587,0.0015083,6.2126
0.0016171,0.0017711,6.2157
0.0015365,0.0017093,6.2188
0.0016486,0.0015069,6.2218
0.0015988,0.0016932,6.2249
0.0016528,0.0016947,6.228
0.0016736,0.0017342,6.231
0.0016645,0.0015623,6.2341
0.0016627,0.0015414,6.2372
0.0017201,0.0017615,6.2402
0.0017606,0.0016812,6.2433
0.0017305,0.0016347,6.2464
0.0015689,0.0016691,6.2494
0.001711,0.0018207,6.2525
0.0017397,0.0016816,6.2556
0.001575,0.0016402,6.2586
0.0016639,0.0015768,6.2617
0.0016943,0.0016914,6.2648
0.0014971,0.0015251,6.2678
0.0017414,0.0015796,6.2709
0.0017897,0.0016786,6.274
0.0016422,0.0015102,6.277
0.0016076,0.001598,6.2801
0.0019993,0.0016445,6.2832
